Wavelength [nm]	Wavenumbers [1/cm]	cis_azobenzene_epsilons
474.300	21083.70	582.2
474.400	21079.26	579.7
474.500	21074.82	577.7
474.600	21070.38	575.8
474.700	21065.94	573.7
474.800	21061.50	571.9
474.900	21057.06	569.6
475.000	21052.63	567.3
475.100	21048.20	565.5
475.200	21043.77	563.2
475.300	21039.34	560.9
475.400	21034.92	558.8
475.500	21030.49	557.4
475.600	21026.07	555.2
475.700	21021.65	553
475.800	21017.23	550.7
475.900	21012.82	548.8
476.000	21008.40	546.6
476.100	21003.99	544.5
476.200	20999.58	542.4
476.300	20995.17	540.6
476.400	20990.76	538.7
476.500	20986.36	536.6
476.600	20981.96	534.7
476.700	20977.55	532.9
476.800	20973.15	530.9
476.900	20968.76	528.9
477.000	20964.36	526.8
477.100	20959.97	524.8
477.200	20955.57	522.6
477.300	20951.18	521.2
477.400	20946.80	518.8
477.500	20942.41	517
477.600	20938.02	514.8
477.700	20933.64	513.3
477.800	20929.26	511
477.900	20924.88	509.3
478.000	20920.50	507.3
478.100	20916.13	505.5
478.200	20911.75	503.3
478.300	20907.38	501.8
478.400	20903.01	499.9
478.500	20898.64	497.6
478.600	20894.27	496
478.700	20889.91	493.8
478.800	20885.55	492.5
478.900	20881.19	490.5
479.000	20876.83	488.6
479.100	20872.47	486.8
479.200	20868.11	484.8
479.300	20863.76	483.3
479.400	20859.41	481
479.500	20855.06	479.2
479.600	20850.71	477.3
479.700	20846.36	475
479.800	20842.02	473.2
479.900	20837.67	471.7
480.000	20833.33	470.1
480.100	20828.99	468.1
480.200	20824.66	466.1
480.300	20820.32	464.6
480.400	20815.99	462.6
480.500	20811.65	460.9
480.600	20807.32	459
480.700	20803.00	457.4
480.800	20798.67	455.3
480.900	20794.34	453.4
481.000	20790.02	452
481.100	20785.70	449.9
481.200	20781.38	448.1
481.300	20777.06	446.7
481.400	20772.75	444.7
481.500	20768.43	442.8
481.600	20764.12	441.2
481.700	20759.81	439.3
481.800	20755.50	437.6
481.900	20751.19	436.2
482.000	20746.89	433.9
482.100	20742.58	432
482.200	20738.28	430.4
482.300	20733.98	428.9
482.400	20729.68	427.3
482.500	20725.39	425.5
482.600	20721.09	423.8
482.700	20716.80	422.1
482.800	20712.51	420.2
482.900	20708.22	419.1
483.000	20703.93	417.6
483.100	20699.65	415.6
483.200	20695.36	413.5
483.300	20691.08	412.1
483.400	20686.80	410.4
483.500	20682.52	408.7
483.600	20678.25	407
483.700	20673.97	405.5
483.800	20669.70	403.3
483.900	20665.43	402.1
484.000	20661.16	400.4
484.100	20656.89	398.8
484.200	20652.62	396.9
484.300	20648.36	395.6
484.400	20644.10	393.9
484.500	20639.83	392.2
484.600	20635.58	391.1
484.700	20631.32	389.4
484.800	20627.06	387.5
484.900	20622.81	386.2
485.000	20618.56	384.7
485.100	20614.31	382.3
485.200	20610.06	381.1
485.300	20605.81	379.8
485.400	20601.57	377.8
485.500	20597.32	376.4
485.600	20593.08	374.9
485.700	20588.84	373.5
485.800	20584.60	371.7
485.900	20580.37	370.4
486.000	20576.13	368.7
486.100	20571.90	367.1
486.200	20567.67	366
486.300	20563.44	364.8
486.400	20559.21	362.8
486.500	20554.98	361.3
486.600	20550.76	359.9
486.700	20546.54	358.5
486.800	20542.32	356.8
486.900	20538.10	355.5
487.000	20533.88	354.2
487.100	20529.67	352.1
487.200	20525.45	350.9
487.300	20521.24	349.6
487.400	20517.03	347.7
487.500	20512.82	346.5
487.600	20508.61	345.1
487.700	20504.41	343.7
487.800	20500.21	341.8
487.900	20496.00	340.7
488.000	20491.80	339.4
488.100	20487.60	337.6
488.200	20483.41	336.3
488.300	20479.21	335.2
488.400	20475.02	333.7
488.500	20470.83	332
488.600	20466.64	330.8
488.700	20462.45	329.3
488.800	20458.27	327.7
488.900	20454.08	326.7
489.000	20449.90	325.1
489.100	20445.72	323.3
489.200	20441.54	322
489.300	20437.36	320.8
489.400	20433.18	319.3
489.500	20429.01	318.2
489.600	20424.84	317.2
489.700	20420.67	315.3
489.800	20416.50	313.9
489.900	20412.33	312.4
490.000	20408.16	311.2
490.100	20404.00	309.7
490.200	20399.84	308.5
490.300	20395.68	307.3
490.400	20391.52	306.1
490.500	20387.36	304.5
490.600	20383.20	303.4
490.700	20379.05	301.9
490.800	20374.90	300.6
490.900	20370.75	299.3
491.000	20366.60	298
491.100	20362.45	296.8
491.200	20358.31	295.2
491.300	20354.16	294.3
491.400	20350.02	292.8
491.500	20345.88	291.7
491.600	20341.74	290.2
491.700	20337.60	288.7
491.800	20333.47	287.6
491.900	20329.34	286.4
492.000	20325.20	284.9
492.100	20321.07	283.7
492.200	20316.94	282.7
492.300	20312.82	281.7
492.400	20308.69	280
492.500	20304.57	278.7
492.600	20300.45	277.7
492.700	20296.33	276.7
492.800	20292.21	275.3
492.900	20288.09	273.9
493.000	20283.98	272.8
493.100	20279.86	271.6
493.200	20275.75	270.4
493.300	20271.64	269.4
493.400	20267.53	267.9
493.500	20263.42	266.7
493.600	20259.32	265.6
493.700	20255.22	264.2
493.800	20251.11	263.1
493.900	20247.01	261.8
494.000	20242.91	260.8
494.100	20238.82	259.3
494.200	20234.72	258.6
494.300	20230.63	257.3
494.400	20226.54	256
494.500	20222.45	254.9
494.600	20218.36	253.8
494.700	20214.27	252.8
494.800	20210.19	251.5
494.900	20206.10	250.6
495.000	20202.02	249.3
495.100	20197.94	248.1
495.200	20193.86	247.3
495.300	20189.78	246
495.400	20185.71	244.9
495.500	20181.63	243.5
495.600	20177.56	242.7
495.700	20173.49	241.3
495.800	20169.42	239.9
495.900	20165.36	239.3
496.000	20161.29	238.3
496.100	20157.23	237.1
496.200	20153.16	235.5
496.300	20149.10	234.8
496.400	20145.04	233.8
496.500	20140.99	232.8
496.600	20136.93	231.7
496.700	20132.88	230.9
496.800	20128.82	229.2
496.900	20124.77	228.5
497.000	20120.72	227.5
497.100	20116.68	226.5
497.200	20112.63	225
497.300	20108.59	224.2
497.400	20104.54	223.5
497.500	20100.50	222
497.600	20096.46	221.2
497.700	20092.43	219.9
497.800	20088.39	219.2
497.900	20084.35	218
498.000	20080.32	217.4
498.100	20076.29	215.9
498.200	20072.26	215.1
498.300	20068.23	214.3
498.400	20064.21	213.5
498.500	20060.18	211.9
498.600	20056.16	210.9
498.700	20052.14	210.2
498.800	20048.12	209.2
498.900	20044.10	208.3
499.000	20040.08	207.4
499.100	20036.06	206.3
499.200	20032.05	205.6
499.300	20028.04	204.6
499.400	20024.03	203.5
499.500	20020.02	202.4
499.600	20016.01	201.7
499.700	20012.01	200.7
499.800	20008.00	199.5
499.900	20004.00	198.9
500.000	20000.00	198
500.100	19996.00	196.8
500.200	19992.00	196.3
500.300	19988.01	195.4
500.400	19984.01	194
500.500	19980.02	193.3
500.600	19976.03	192.4
500.700	19972.04	191.7
500.800	19968.05	190.6
500.900	19964.06	189.6
501.000	19960.08	188.9
501.100	19956.10	187.8
501.200	19952.11	187
501.300	19948.13	186.4
501.400	19944.16	185
501.500	19940.18	184.5
501.600	19936.20	183.3
501.700	19932.23	182.4
501.800	19928.26	181.2
501.900	19924.29	180.5
502.000	19920.32	180.2
502.100	19916.35	179
502.200	19912.39	177.8
502.300	19908.42	177.4
502.400	19904.46	176.4
502.500	19900.50	175.4
502.600	19896.54	174.9
502.700	19892.58	174
502.800	19888.62	173.1
502.900	19884.67	172.2
503.000	19880.72	171.8
503.100	19876.76	170.4
503.200	19872.81	169.8
503.300	19868.87	169.1
503.400	19864.92	168.1
503.500	19860.97	167
503.600	19857.03	166.5
503.700	19853.09	165.8
503.800	19849.15	164.6
503.900	19845.21	164.2
504.000	19841.27	163.7
504.100	19837.33	162.4
504.200	19833.40	161.9
504.300	19829.47	161.1
504.400	19825.54	160
504.500	19821.61	159.2
504.600	19817.68	159
504.700	19813.75	158
504.800	19809.83	156.9
504.900	19805.90	156.7
505.000	19801.98	155.7
505.100	19798.06	154.5
505.200	19794.14	154.2
505.300	19790.22	153.4
505.400	19786.31	152.4
505.500	19782.39	152.3
505.600	19778.48	151.3
505.700	19774.57	150.3
505.800	19770.66	149.6
505.900	19766.75	149.1
506.000	19762.85	148.6
506.100	19758.94	147.1
506.200	19755.04	146.9
506.300	19751.14	146.1
506.400	19747.24	145.4
506.500	19743.34	144.9
506.600	19739.44	144.3
506.700	19735.54	143.5
506.800	19731.65	142.4
506.900	19727.76	142.2
507.000	19723.87	141.3
507.100	19719.98	140.3
507.200	19716.09	140.2
507.300	19712.20	139.2
507.400	19708.32	138.3
507.500	19704.43	137.6
507.600	19700.55	137.1
507.700	19696.67	136.4
507.800	19692.79	135.9
507.900	19688.92	135.1
508.000	19685.04	134.4
508.100	19681.17	133.6
508.200	19677.29	132.8
508.300	19673.42	132.4
508.400	19669.55	131.5
508.500	19665.68	130.6
508.600	19661.82	130.2
508.700	19657.95	129.5
508.800	19654.09	129.2
508.900	19650.23	128.2
509.000	19646.37	127.9
509.100	19642.51	126.9
509.200	19638.65	126.6
509.300	19634.79	125.9
509.400	19630.94	125.2
509.500	19627.09	124.8
509.600	19623.23	124.2
509.700	19619.38	123.4
509.800	19615.54	122.7
509.900	19611.69	121.9
510.000	19607.84	121.3
510.100	19604.00	120.9
510.200	19600.16	120.3
510.300	19596.32	119.7
510.400	19592.48	119
510.500	19588.64	118.3
510.600	19584.80	117.8
510.700	19580.97	117.6
510.800	19577.13	116.8
510.900	19573.30	115.9
511.000	19569.47	115.7
511.100	19565.64	115
511.200	19561.82	114.5
511.300	19557.99	113.7
511.400	19554.17	113.6
511.500	19550.34	113
511.600	19546.52	112.2
511.700	19542.70	111.7
511.800	19538.88	110.9
511.900	19535.07	110.8
512.000	19531.25	110
512.100	19527.44	109.3
512.200	19523.62	108.9
512.300	19519.81	108.5
512.400	19516.00	107.5
512.500	19512.20	107.2
512.600	19508.39	106.3
512.700	19504.58	106
512.800	19500.78	105.4
512.900	19496.98	105
513.000	19493.18	104.3
513.100	19489.38	103.7
513.200	19485.58	103.6
513.300	19481.78	102.6
513.400	19477.99	102.5
513.500	19474.20	101.8
513.600	19470.40	101.4
513.700	19466.61	100.6
513.800	19462.83	100.1
513.900	19459.04	99.89
514.000	19455.25	99.3
514.100	19451.47	98.88
514.200	19447.69	98.04
514.300	19443.90	97.89
514.400	19440.12	97.41
514.500	19436.35	97.03
514.600	19432.57	96.39
514.700	19428.79	95.41
514.800	19425.02	94.91
514.900	19421.25	94.38
515.000	19417.48	94.27
515.100	19413.71	93.63
515.200	19409.94	93.06
515.300	19406.17	92.7
515.400	19402.41	92.12
515.500	19398.64	91.52
515.600	19394.88	91.29
515.700	19391.12	90.74
515.800	19387.36	90.29
515.900	19383.60	89.98
516.000	19379.84	89.37
516.100	19376.09	89.07
516.200	19372.34	88.54
516.300	19368.58	88.47
516.400	19364.83	87.83
516.500	19361.08	87.14
516.600	19357.34	86.8
516.700	19353.59	86.49
516.800	19349.85	85.87
516.900	19346.10	85.55
517.000	19342.36	84.98
517.100	19338.62	84.74
517.200	19334.88	83.95
517.300	19331.14	83.96
517.400	19327.41	83.17
517.500	19323.67	82.59
517.600	19319.94	82.3
517.700	19316.21	82.08
517.800	19312.48	81.13
517.900	19308.75	81.1
518.000	19305.02	80.62
518.100	19301.29	80.27
518.200	19297.57	79.91
518.300	19293.85	79.22
518.400	19290.12	78.94
518.500	19286.40	78.46
518.600	19282.68	77.99
518.700	19278.97	77.86
518.800	19275.25	77.05
518.900	19271.54	76.88
519.000	19267.82	76.64
519.100	19264.11	75.94
519.200	19260.40	75.32
519.300	19256.69	75.31
519.400	19252.98	74.59
519.500	19249.28	74.29
519.600	19245.57	74.2
519.700	19241.87	74.2
519.800	19238.17	73.28
519.900	19234.47	73
520.000	19230.77	72.65
520.100	19227.07	72.31
520.200	19223.38	71.56
520.300	19219.68	71.39
520.400	19215.99	70.94
520.500	19212.30	70.81
520.600	19208.61	70.51
520.700	19204.92	69.75
520.800	19201.23	69.59
520.900	19197.54	68.95
521.000	19193.86	68.61
521.100	19190.17	68.16
521.200	19186.49	68
521.300	19182.81	68.05
521.400	19179.13	67.08
521.500	19175.46	66.8
521.600	19171.78	66.51
521.700	19168.10	66.16
521.800	19164.43	65.71
521.900	19160.76	65.73
522.000	19157.09	65.22
522.100	19153.42	64.9
522.200	19149.75	64.49
522.300	19146.08	64.35
522.400	19142.42	63.64
522.500	19138.76	63.49
522.600	19135.09	63.08
522.700	19131.43	62.67
522.800	19127.77	62.36
522.900	19124.12	62.02
523.000	19120.46	61.78
523.100	19116.80	61.23
523.200	19113.15	61.25
523.300	19109.50	60.95
523.400	19105.85	60.54
523.500	19102.20	60.31
523.600	19098.55	59.74
523.700	19094.90	59.16
523.800	19091.26	58.96
523.900	19087.61	59.11
524.000	19083.97	58.44
524.100	19080.33	58.07
524.200	19076.69	58.05
524.300	19073.05	57.64
524.400	19069.41	57.34
524.500	19065.78	57.08
524.600	19062.14	56.53
524.700	19058.51	56.31
524.800	19054.88	55.95
524.900	19051.25	56
525.000	19047.62	55.79
525.100	19043.99	55
525.200	19040.37	54.96
525.300	19036.74	54.54
525.400	19033.12	54.04
525.500	19029.50	54.12
525.600	19025.88	53.93
525.700	19022.26	53.44
525.800	19018.64	53.34
525.900	19015.02	52.9
526.000	19011.41	52.53
526.100	19007.79	52.21
526.200	19004.18	52.12
526.300	19000.57	51.36
526.400	18996.96	51.14
526.500	18993.35	51.04
526.600	18989.75	50.66
526.700	18986.14	50.48
526.800	18982.54	50.21
526.900	18978.93	50.19
527.000	18975.33	49.88
527.100	18971.73	49.48
527.200	18968.13	49.42
527.300	18964.54	49.02
527.400	18960.94	48.9
527.500	18957.35	48.57
527.600	18953.75	48.45
527.700	18950.16	47.63
527.800	18946.57	47.97
527.900	18942.98	47.68
528.000	18939.39	47.1
528.100	18935.81	47.05
528.200	18932.22	46.59
528.300	18928.64	46.55
528.400	18925.06	46.13
528.500	18921.48	45.83
528.600	18917.90	45.26
528.700	18914.32	45.4
528.800	18910.74	44.97
528.900	18907.17	44.73
529.000	18903.59	44.45
529.100	18900.02	44.54
529.200	18896.45	44.48
529.300	18892.88	44.16
529.400	18889.31	43.55
529.500	18885.74	43.72
529.600	18882.18	43.35
529.700	18878.61	43.11
529.800	18875.05	42.96
529.900	18871.49	42.62
530.000	18867.92	42.45
530.100	18864.37	42.09
530.200	18860.81	42
530.300	18857.25	41.84
530.400	18853.70	41.54
530.500	18850.14	41.46
530.600	18846.59	40.94
530.700	18843.04	40.73
530.800	18839.49	40.53
530.900	18835.94	40.11
531.000	18832.39	40.17
531.100	18828.85	39.95
531.200	18825.30	39.63
531.300	18821.76	39.4
531.400	18818.22	39.11
531.500	18814.68	38.98
531.600	18811.14	38.76
531.700	18807.60	38.41
531.800	18804.06	38.49
531.900	18800.53	38.06
532.000	18796.99	37.86
532.100	18793.46	37.71
532.200	18789.93	37.16
532.300	18786.40	37.32
532.400	18782.87	37.03
532.500	18779.34	36.75
532.600	18775.82	36.76
532.700	18772.29	36.42
532.800	18768.77	36.35
532.900	18765.25	35.69
533.000	18761.73	35.94
533.100	18758.21	35.71
533.200	18754.69	35.51
533.300	18751.17	35.39
533.400	18747.66	34.94
533.500	18744.14	34.77
533.600	18740.63	34.42
533.700	18737.12	34.36
533.800	18733.61	34.31
533.900	18730.10	33.81
534.000	18726.59	33.94
534.100	18723.09	33.73
534.200	18719.58	33.62
534.300	18716.08	33.13
534.400	18712.57	33.3
534.500	18709.07	32.78
534.600	18705.57	32.92
534.700	18702.08	32.68
534.800	18698.58	32.2
534.900	18695.08	31.73
535.000	18691.59	32.23
535.100	18688.10	31.88
535.200	18684.60	31.54
535.300	18681.11	31.36
535.400	18677.62	31.41
535.500	18674.14	30.79
535.600	18670.65	30.99
535.700	18667.16	30.93
535.800	18663.68	30.43
535.900	18660.20	30.64
536.000	18656.72	30.27
536.100	18653.24	29.76
536.200	18649.76	29.51
536.300	18646.28	29.9
536.400	18642.80	29.38
536.500	18639.33	29.09
536.600	18635.86	29.34
536.700	18632.38	28.81
536.800	18628.91	28.94
536.900	18625.44	28.76
537.000	18621.97	28.48
537.100	18618.51	28.08
537.200	18615.04	28.18
537.300	18611.58	27.88
537.400	18608.11	28.09
537.500	18604.65	27.51
537.600	18601.19	27.64
537.700	18597.73	27.19
537.800	18594.27	27.35
537.900	18590.82	27.07
538.000	18587.36	26.9
538.100	18583.91	26.44
538.200	18580.45	26.63
538.300	18577.00	26.47
538.400	18573.55	26.16
538.500	18570.10	25.77
538.600	18566.65	26.56
538.700	18563.21	25.86
538.800	18559.76	25.67
538.900	18556.32	25.64
539.000	18552.88	25.61
539.100	18549.43	25.23
539.200	18545.99	25.13
539.300	18542.56	25.24
539.400	18539.12	24.98
539.500	18535.68	24.9
539.600	18532.25	24.71
539.700	18528.81	24.46
539.800	18525.38	24
539.900	18521.95	24.02
540.000	18518.52	24.32
540.100	18515.09	23.96
540.200	18511.66	24.06
540.300	18508.24	24.05
540.400	18504.81	23.31
540.500	18501.39	23.52
540.600	18497.97	23.31
540.700	18494.54	23.2
540.800	18491.12	23.39
540.900	18487.71	23.18
541.000	18484.29	22.29
541.100	18480.87	22.81
541.200	18477.46	22.47
541.300	18474.04	22.54
541.400	18470.63	22.34
541.500	18467.22	22.07
541.600	18463.81	22.2
541.700	18460.40	21.91
541.800	18457.00	22.05
541.900	18453.59	21.32
542.000	18450.18	21.25
542.100	18446.78	21.46
542.200	18443.38	21.51
542.300	18439.98	21.26
542.400	18436.58	20.43
542.500	18433.18	20.83
542.600	18429.78	20.73
542.700	18426.39	20.57
542.800	18422.99	20.13
542.900	18419.60	20.32
543.000	18416.21	20.37
543.100	18412.82	20.42
543.200	18409.43	20.02
543.300	18406.04	19.97
543.400	18402.65	19.7
543.500	18399.26	19.68
543.600	18395.88	19.56
543.700	18392.50	19.47
543.800	18389.11	19.09
543.900	18385.73	19.06
544.000	18382.35	19.14
544.100	18378.97	19.33
544.200	18375.60	18.73
544.300	18372.22	18.96
544.400	18368.85	18.82
544.500	18365.47	18.63
544.600	18362.10	18.38
544.700	18358.73	18.25
544.800	18355.36	18.45
544.900	18351.99	18.07
545.000	18348.62	18.13
545.100	18345.26	18.06
545.200	18341.89	17.72
545.300	18338.53	17.31
545.400	18335.17	17.7
545.500	18331.81	17.67
545.600	18328.45	17.36
545.700	18325.09	17.11
545.800	18321.73	17.5
545.900	18318.37	17.08
546.000	18315.02	17.02
546.100	18311.66	16.97
546.200	18308.31	16.84
546.300	18304.96	16.75
546.400	18301.61	16.66
546.500	18298.26	16.48
546.600	18294.91	16.34
546.700	18291.57	16.49
546.800	18288.22	16.31
546.900	18284.88	16.51
547.000	18281.54	16.17
547.100	18278.19	16.14
547.200	18274.85	15.78
547.300	18271.51	15.95
547.400	18268.18	16
547.500	18264.84	15.58
547.600	18261.50	15.19
547.700	18258.17	15.65
547.800	18254.84	15.62
547.900	18251.51	15.2
548.000	18248.18	15.37
548.100	18244.85	15.02
548.200	18241.52	14.82
548.300	18238.19	15.21
548.400	18234.87	14.83
548.500	18231.54	14.69
548.600	18228.22	14.66
548.700	18224.90	14.57
548.800	18221.57	14.82
548.900	18218.25	14.24
549.000	18214.94	14.45
549.100	18211.62	14.13
549.200	18208.30	14.26
549.300	18204.99	14.29
549.400	18201.67	14.19
549.500	18198.36	13.93
549.600	18195.05	13.88
549.700	18191.74	13.71
549.800	18188.43	13.54
549.900	18185.12	13.14
550.000	18181.82	13.57
550.100	18178.51	13.55
550.200	18175.21	13.28
550.300	18171.91	13.33
550.400	18168.60	13.18
550.500	18165.30	13.18
550.600	18162.01	12.92
550.700	18158.71	13.1
550.800	18155.41	12.94
550.900	18152.11	12.82
551.000	18148.82	12.9
551.100	18145.53	12.63
551.200	18142.24	12.51
551.300	18138.94	12.67
551.400	18135.65	12.5
551.500	18132.37	12.06
551.600	18129.08	12.26
551.700	18125.79	12.33
551.800	18122.51	11.99
551.900	18119.22	11.93
552.000	18115.94	12.01
552.100	18112.66	12.07
552.200	18109.38	11.73
552.300	18106.10	11.76
552.400	18102.82	11.88
552.500	18099.55	11.74
552.600	18096.27	11.62
552.700	18093.00	11.53
552.800	18089.73	11.12
552.900	18086.45	11.33
553.000	18083.18	11.19
553.100	18079.91	10.84
553.200	18076.64	10.94
553.300	18073.38	11.15
553.400	18070.11	10.99
553.500	18066.85	10.58
553.600	18063.58	10.87
553.700	18060.32	10.65
553.800	18057.06	10.77
553.900	18053.80	10.86
554.000	18050.54	10.7
554.100	18047.28	10.37
554.200	18044.03	10.32
554.300	18040.77	10.24
554.400	18037.52	10.39
554.500	18034.27	10.16
554.600	18031.01	9.999
554.700	18027.76	10.26
554.800	18024.51	9.854
554.900	18021.27	9.764
555.000	18018.02	9.983
555.100	18014.77	10.2
555.200	18011.53	10.02
555.300	18008.28	9.771
555.400	18005.04	9.8
555.500	18001.80	9.874
555.600	17998.56	9.786
555.700	17995.32	9.809
555.800	17992.08	9.559
555.900	17988.85	9.771
556.000	17985.61	9.433
556.100	17982.38	9.28
556.200	17979.14	9.617
556.300	17975.91	9.426
556.400	17972.68	9.294
556.500	17969.45	9.347
556.600	17966.22	9.172
556.700	17963.00	8.994
556.800	17959.77	8.942
556.900	17956.55	8.904
557.000	17953.32	9.002
557.100	17950.10	8.737
557.200	17946.88	9.07
557.300	17943.66	8.334
557.400	17940.44	8.599
557.500	17937.22	8.57
557.600	17934.00	8.171
557.700	17930.79	8.354
557.800	17927.57	8.313
557.900	17924.36	8.418
558.000	17921.15	8.327
558.100	17917.94	8.56
558.200	17914.73	8.098
558.300	17911.52	8.113
558.400	17908.31	7.895
558.500	17905.10	8.298
558.600	17901.90	7.846
558.700	17898.69	7.785
558.800	17895.49	8.018
558.900	17892.29	7.778
559.000	17889.09	7.733
559.100	17885.89	7.631
559.200	17882.69	7.736
559.300	17879.49	7.321
559.400	17876.30	7.676
559.500	17873.10	7.555
559.600	17869.91	7.849
559.700	17866.71	7.582
559.800	17863.52	7.725
559.900	17860.33	7.442
560.000	17857.14	7.508
560.100	17853.95	7.52
560.200	17850.77	7.086
560.300	17847.58	7.122
560.400	17844.40	7.512
560.500	17841.21	7.464
560.600	17838.03	7.2
560.700	17834.85	7.078
560.800	17831.67	7.346
560.900	17828.49	6.85
561.000	17825.31	6.722
561.100	17822.14	7.206
561.200	17818.96	7.124
561.300	17815.78	6.904
561.400	17812.61	6.762
561.500	17809.44	7.189
561.600	17806.27	6.696
561.700	17803.10	6.725
561.800	17799.93	6.909
561.900	17796.76	6.457
562.000	17793.59	6.547
562.100	17790.43	6.414
562.200	17787.26	6.675
562.300	17784.10	6.372
562.400	17780.94	6.099
562.500	17777.78	6.578
562.600	17774.62	6.421
562.700	17771.46	6.496
562.800	17768.30	6.437
562.900	17765.14	6.085
563.000	17761.99	6.113
563.100	17758.84	6.466
563.200	17755.68	5.962
563.300	17752.53	6.062
563.400	17749.38	6.362
563.500	17746.23	6.115
563.600	17743.08	5.894
563.700	17739.93	6.379
563.800	17736.79	6.126
563.900	17733.64	6.139
564.000	17730.50	5.888
564.100	17727.35	6.267
564.200	17724.21	5.664
564.300	17721.07	5.534
564.400	17717.93	6.046
564.500	17714.79	5.862
564.600	17711.65	5.815
564.700	17708.52	5.925
564.800	17705.38	5.877
564.900	17702.25	5.672
565.000	17699.12	5.245
565.100	17695.98	5.727
565.200	17692.85	5.551
565.300	17689.72	5.183
565.400	17686.59	5.486
565.500	17683.47	5.377
565.600	17680.34	5.521
565.700	17677.21	5.43
565.800	17674.09	5.165
565.900	17670.97	5.156
566.000	17667.84	5.472
566.100	17664.72	5.311
566.200	17661.60	5.266
566.300	17658.48	5.411
566.400	17655.37	5.194
566.500	17652.25	5.227
566.600	17649.14	5.307
566.700	17646.02	5.388
566.800	17642.91	5.259
566.900	17639.80	4.971
567.000	17636.68	5.169
567.100	17633.57	5.102
567.200	17630.47	5.031
567.300	17627.36	4.991
567.400	17624.25	5.151
567.500	17621.15	4.819
567.600	17618.04	4.947
567.700	17614.94	4.822
567.800	17611.84	4.637
567.900	17608.73	4.738
568.000	17605.63	4.838
568.100	17602.53	4.877
568.200	17599.44	4.688
568.300	17596.34	4.572
568.400	17593.24	4.664
568.500	17590.15	4.329
568.600	17587.06	4.671
568.700	17583.96	4.562
568.800	17580.87	4.544
568.900	17577.78	4.265
569.000	17574.69	4.533
569.100	17571.60	4.285
569.200	17568.52	4.272
569.300	17565.43	4.168
569.400	17562.35	4.385
569.500	17559.26	4.17
569.600	17556.18	3.941
569.700	17553.10	3.996
569.800	17550.02	3.925
569.900	17546.94	4.007
570.000	17543.86	3.752
570.100	17540.78	4.091
570.200	17537.71	3.826
570.300	17534.63	4.067
570.400	17531.56	3.86
570.500	17528.48	4.07
570.600	17525.41	3.899
570.700	17522.34	4.111
570.800	17519.27	3.919
570.900	17516.20	3.838
571.000	17513.13	3.826
571.100	17510.07	3.825
571.200	17507.00	3.648
571.300	17503.94	3.388
571.400	17500.88	3.667
571.500	17497.81	3.791
571.600	17494.75	3.79
571.700	17491.69	3.888
571.800	17488.63	3.394
571.900	17485.57	3.411
572.000	17482.52	3.643
572.100	17479.46	3.54
572.200	17476.41	3.489
572.300	17473.35	3.382
572.400	17470.30	3.291
572.500	17467.25	3.323
572.600	17464.20	3.378
572.700	17461.15	3.488
572.800	17458.10	3.231
572.900	17455.05	3.287
573.000	17452.01	3.662
573.100	17448.96	3.328
573.200	17445.92	3.351
573.300	17442.87	3.583
573.400	17439.83	3.354
573.500	17436.79	3.125
573.600	17433.75	3.411
573.700	17430.71	3.331
573.800	17427.68	3.158
573.900	17424.64	3.345
574.000	17421.60	3.253
574.100	17418.57	3.133
574.200	17415.53	3.004
574.300	17412.50	3.284
574.400	17409.47	3.224
574.500	17406.44	3.187
574.600	17403.41	3.21
574.700	17400.38	2.98
574.800	17397.36	2.707
574.900	17394.33	3.056
575.000	17391.30	3.477
575.100	17388.28	2.818
575.200	17385.26	2.538
575.300	17382.24	2.69
575.400	17379.21	2.767
575.500	17376.19	3.009
575.600	17373.18	2.877
575.700	17370.16	3.022
575.800	17367.14	2.792
575.900	17364.13	2.79
576.000	17361.11	2.773
576.100	17358.10	2.525
576.200	17355.09	2.915
576.300	17352.07	2.631
576.400	17349.06	2.625
576.500	17346.05	2.605
576.600	17343.05	2.687
576.700	17340.04	2.802
576.800	17337.03	2.654
576.900	17334.03	2.844
577.000	17331.02	2.955
577.100	17328.02	2.545
577.200	17325.02	2.786
577.300	17322.02	2.941
577.400	17319.02	2.425
577.500	17316.02	2.786
577.600	17313.02	2.849
577.700	17310.02	2.617
577.800	17307.03	2.798
577.900	17304.03	2.738
578.000	17301.04	2.553
578.100	17298.05	2.519
578.200	17295.05	2.631
578.300	17292.06	2.553
578.400	17289.07	1.988
578.500	17286.08	2.093
578.600	17283.10	2.106
578.700	17280.11	1.863
578.800	17277.13	2.102
578.900	17274.14	1.84
579.000	17271.16	2.084
579.100	17268.17	2.062
579.200	17265.19	2.057
579.300	17262.21	2.167
579.400	17259.23	2.165
579.500	17256.26	2.095
579.600	17253.28	2.358
579.700	17250.30	1.937
579.800	17247.33	1.713
579.900	17244.35	1.894
580.000	17241.38	1.774
580.100	17238.41	1.734
580.200	17235.44	2.042
580.300	17232.47	1.888
580.400	17229.50	1.836
580.500	17226.53	1.648
580.600	17223.56	2.016
580.700	17220.60	1.717
580.800	17217.63	1.529
580.900	17214.67	1.989
581.000	17211.70	1.871
581.100	17208.74	1.759
581.200	17205.78	1.846
581.300	17202.82	1.566
581.400	17199.86	1.745
581.500	17196.90	1.923
581.600	17193.95	1.87
581.700	17190.99	1.739
581.800	17188.04	1.448
581.900	17185.08	1.705
582.000	17182.13	1.795
582.100	17179.18	1.821
582.200	17176.23	1.398
