Wavelength [nm]	Wavenumbers [1/cm]	from clipboard (1)
758.408	13185.52	-0.4722
758.984	13175.50	0.6772
759.561	13165.50	4.928
760.138	13155.51	2.586
760.714	13145.54	2.189
761.291	13135.58	4.13
761.868	13125.63	1.342
762.445	13115.71	3.894
763.021	13105.79	5.64
763.598	13095.90	4.815
764.175	13086.01	6.061
764.751	13076.14	3.844
765.328	13066.29	3.672
765.905	13056.45	6.592
766.482	13046.63	9.21
767.058	13036.82	10.37
767.635	13027.02	9.159
768.212	13017.25	4.105
768.788	13007.48	4.201
769.365	12997.73	9.269
769.942	12987.99	8.697
770.519	12978.27	9.649
771.095	12968.57	7.763
771.672	12958.87	8.103
772.249	12949.20	5.399
772.825	12939.53	6.523
773.402	12929.89	11.15
773.979	12920.25	10.37
774.555	12910.63	10.33
775.132	12901.03	9.159
775.709	12891.43	9.618
776.286	12881.86	8.217
776.862	12872.29	9.226
777.439	12862.74	8.815
778.016	12853.21	7.208
778.592	12843.69	6.233
779.169	12834.18	9.325
779.746	12824.69	8.05
780.323	12815.21	4.456
780.899	12805.75	4.649
781.476	12796.30	6.843
782.053	12786.86	8.247
782.629	12777.44	10.66
783.206	12768.03	10.8
783.783	12758.64	12.62
784.360	12749.26	3.829
784.936	12739.89	0.3257
785.513	12730.53	0.3484
786.090	12721.19	0.01551
786.666	12711.87	3.202
787.243	12702.56	4.591
787.820	12693.26	7.852
788.397	12683.97	8.121
788.973	12674.70	3.689
789.550	12665.44	0.4092
790.127	12656.20	-3.761
790.703	12646.97	6.254
791.280	12637.75	6.36
791.857	12628.55	0.5183
792.433	12619.36	-0.2831
793.010	12610.18	2.225
793.587	12601.01	3.002
794.164	12591.86	4.573
794.740	12582.73	1.78
795.317	12573.60	3.619
795.894	12564.49	12.57
796.470	12555.39	6.526
797.047	12546.31	8.148
797.624	12537.24	7.863
798.201	12528.18	7.253
798.777	12519.13	5.27
799.354	12510.10	12.68
799.931	12501.08	9.381
800.507	12492.08	4.775
801.084	12483.08	7.122
801.661	12474.10	4.417
802.238	12465.14	9.106
802.814	12456.18	8.85
803.391	12447.24	9.916
803.968	12438.31	8.786
804.544	12429.40	6.799
805.121	12420.49	8.325
805.698	12411.60	7.382
806.274	12402.72	8.486
806.851	12393.86	12.71
807.428	12385.01	9.409
808.005	12376.17	7.722
808.581	12367.34	8.569
809.158	12358.53	4.012
809.735	12349.72	-0.5231
810.311	12340.93	1.641
810.888	12332.16	6.817
811.465	12323.39	5.978
812.042	12314.64	3.674
812.618	12305.90	4.258
813.195	12297.17	4.934
813.772	12288.46	6.704
814.348	12279.76	4.852
814.925	12271.07	6.38
815.502	12262.39	8.395
816.079	12253.72	4.395
816.655	12245.07	6.91
817.232	12236.43	9.719
817.809	12227.80	8.788
818.385	12219.18	6.228
818.962	12210.58	6.222
819.539	12201.98	11.89
820.115	12193.40	11.34
820.692	12184.84	9.57
821.269	12176.28	10.86
821.846	12167.74	13.42
822.422	12159.20	14.42
822.999	12150.68	11.56
823.576	12142.17	11.55
824.152	12133.68	14.47
824.729	12125.19	14.47
825.306	12116.72	12.86
825.883	12108.26	14.34
826.459	12099.81	19.27
827.036	12091.37	19.27
827.613	12082.95	22.79
828.189	12074.53	11.81
828.766	12066.13	12.14
829.343	12057.74	9.934
829.920	12049.36	5.408
830.496	12040.99	7.469
831.073	12032.64	19.02
831.650	12024.29	13.02
832.226	12015.96	4.862
832.803	12007.64	8.333
833.380	11999.33	8.983
833.957	11991.03	11.66
834.533	11982.75	17
835.110	11974.47	13.82
835.687	11966.21	14.31
836.263	11957.96	17.64
836.840	11949.71	18.69
837.417	11941.49	17.06
837.993	11933.27	15.04
838.570	11925.06	13.72
839.147	11916.86	14.59
839.724	11908.68	15.64
840.300	11900.51	14.36
840.877	11892.35	11.35
841.454	11884.19	8.699
842.030	11876.06	9.335
842.607	11867.93	15.16
843.184	11859.81	14.6
843.761	11851.70	13.6
844.337	11843.61	10.54
844.914	11835.52	14.65
845.491	11827.45	17.46
846.067	11819.39	16.12
846.644	11811.34	11.24
847.221	11803.30	9.27
847.798	11795.27	11.27
848.374	11787.25	12.68
848.951	11779.24	10.52
849.528	11771.25	11.52
850.104	11763.26	12.82
850.681	11755.29	15.5
851.258	11747.32	17.4
851.834	11739.37	14.1
852.411	11731.43	9.969
852.988	11723.50	16.7
853.565	11715.57	11.52
854.141	11707.66	6.464
854.718	11699.76	10.86
855.295	11691.88	17.39
855.871	11684.00	7.514
856.448	11676.13	17.61
857.025	11668.27	17.89
857.602	11660.43	12.44
858.178	11652.59	6.888
858.755	11644.76	15.95
859.332	11636.95	14.27
859.908	11629.15	12.14
860.485	11621.35	11.99
861.062	11613.57	5.676
861.639	11605.79	9.21
862.215	11598.03	15.06
862.792	11590.28	11.93
863.369	11582.54	11.05
863.945	11574.81	11.28
864.522	11567.08	10.49
865.099	11559.37	6.374
865.675	11551.67	8.421
866.252	11543.98	17.57
866.829	11536.30	21.72
867.406	11528.63	19.1
867.982	11520.97	14.88
868.559	11513.32	16.94
869.136	11505.68	21.96
869.712	11498.05	21.33
870.289	11490.43	19.41
870.866	11482.82	12.84
871.443	11475.23	5.881
872.019	11467.64	5.26
872.596	11460.06	8.591
873.173	11452.49	9.232
873.749	11444.93	13.98
874.326	11437.38	13.7
874.903	11429.84	16.03
875.480	11422.31	13.04
876.056	11414.79	22.1
876.633	11407.28	18.21
877.210	11399.78	13.82
877.786	11392.29	8.123
878.363	11384.81	17.12
878.940	11377.34	16.06
879.517	11369.88	22.39
880.093	11362.43	16.01
880.670	11354.99	13.31
881.247	11347.56	2.9
881.823	11340.14	4.778
882.400	11332.73	5.079
882.977	11325.33	-0.2523
883.553	11317.93	-3.853
884.130	11310.55	4.441
884.707	11303.18	1.071
885.284	11295.82	3.38
885.860	11288.46	3.005
886.437	11281.12	10.21
887.014	11273.78	7.669
887.590	11266.46	9.363
888.167	11259.14	10.65
888.744	11251.84	11.58
889.321	11244.54	17.12
889.897	11237.25	13.85
890.474	11229.97	12.46
891.051	11222.71	13.26
891.627	11215.45	12.97
892.204	11208.20	10.07
892.781	11200.96	5.198
893.358	11193.73	7.427
893.934	11186.51	9.031
894.511	11179.29	9.845
895.088	11172.09	8.267
895.664	11164.90	8.939
896.241	11157.71	15.68
896.818	11150.54	8.023
897.394	11143.37	7.729
897.971	11136.21	24.11
898.548	11129.07	30.87
899.125	11121.93	17.63
899.701	11114.80	14.92
900.278	11107.68	8.143
900.855	11100.57	11.61
901.431	11093.47	13.53
902.008	11086.37	7.285
902.585	11079.29	8.486
903.162	11072.22	5.733
903.738	11065.15	12.32
904.315	11058.09	16.72
904.892	11051.05	14.39
905.468	11044.01	14.96
906.045	11036.98	15.29
906.622	11029.96	17.2
907.199	11022.95	11.4
907.775	11015.94	9.67
908.352	11008.95	14.66
908.929	11001.96	18.42
909.505	10994.99	15.85
910.082	10988.02	12.83
910.659	10981.06	13.11
911.235	10974.11	18.36
911.812	10967.17	17.5
912.389	10960.24	16.6
912.966	10953.31	19.77
913.542	10946.40	21.51
914.119	10939.49	11.7
914.696	10932.60	12.49
915.272	10925.71	23.8
915.849	10918.83	26.83
916.426	10911.96	16.72
917.003	10905.09	19.1
917.579	10898.24	28.39
918.156	10891.40	21.55
918.733	10884.56	13.81
919.309	10877.73	15.75
919.886	10870.91	22.84
920.463	10864.10	20.63
921.040	10857.30	17
921.616	10850.50	16.1
922.193	10843.72	17.86
922.770	10836.94	19.5
923.346	10830.17	20.96
923.923	10823.41	20.59
924.500	10816.66	17.64
925.077	10809.92	22.53
925.653	10803.18	22.1
926.230	10796.46	15.67
926.807	10789.74	14.04
927.383	10783.03	14.37
927.960	10776.33	14.43
928.537	10769.63	17.4
929.113	10762.95	18.84
929.690	10756.27	18.85
930.267	10749.60	20.33
930.844	10742.94	20.57
931.420	10736.29	27.21
931.997	10729.65	23.11
932.574	10723.01	16.79
933.150	10716.39	22.62
933.727	10709.77	22.02
934.304	10703.16	18.05
934.881	10696.55	17.78
935.457	10689.96	20.65
936.034	10683.37	30.37
936.611	10676.79	25.16
937.187	10670.22	29.73
937.764	10663.66	23.87
938.341	10657.11	20.38
938.918	10650.56	23.98
939.494	10644.02	27.13
940.071	10637.50	15.88
940.648	10630.97	13.71
941.224	10624.46	7.335
941.801	10617.95	10.6
942.378	10611.46	11.88
942.954	10604.97	13.7
943.531	10598.48	14.63
944.108	10592.01	11.13
944.685	10585.54	13
945.261	10579.09	15.37
945.838	10572.63	15.17
946.415	10566.19	22.52
946.991	10559.76	20.76
947.568	10553.33	26.25
948.145	10546.91	12.75
948.722	10540.50	8.721
949.298	10534.10	1.354
949.875	10527.70	11.11
950.452	10521.31	16.51
951.028	10514.93	25.64
951.605	10508.56	20.45
952.182	10502.20	13.84
952.759	10495.84	10.74
953.335	10489.49	20.68
953.912	10483.15	8.894
954.489	10476.81	12.42
955.065	10470.49	10.79
955.642	10464.17	17.26
956.219	10457.86	19.6
956.795	10451.55	20.67
957.372	10445.26	21.61
957.949	10438.97	21.61
958.526	10432.69	22.45
959.102	10426.42	24.6
959.679	10420.15	21.95
960.256	10413.89	24.82
960.832	10407.64	19.78
961.409	10401.40	13.94
961.986	10395.16	19.9
962.563	10388.93	19.5
963.139	10382.71	11.91
963.716	10376.50	10.25
964.293	10370.30	17.78
964.869	10364.10	15.91
965.446	10357.91	12.29
966.023	10351.72	21.62
966.600	10345.55	15.05
967.176	10339.38	6.723
967.753	10333.22	18.52
968.330	10327.06	22.97
968.906	10320.91	13.33
969.483	10314.78	3.673
970.060	10308.64	17.48
970.637	10302.52	16.86
971.213	10296.40	14.2
971.790	10290.29	13.45
972.367	10284.19	7.241
972.943	10278.09	5.862
973.520	10272.00	5.529
974.097	10265.92	16.3
974.673	10259.85	21.55
975.250	10253.78	22.98
975.827	10247.72	18.12
976.404	10241.67	9.403
976.980	10235.62	13.93
977.557	10229.58	12.75
978.134	10223.55	21.5
978.710	10217.53	27.21
979.287	10211.51	19.63
979.864	10205.50	8.298
980.441	10199.50	27.89
981.017	10193.50	24.17
981.594	10187.51	24.87
982.171	10181.53	21.08
982.747	10175.55	32.86
983.324	10169.59	29.73
983.901	10163.63	16.51
984.478	10157.67	26.31
985.054	10151.73	24.03
985.631	10145.79	14.99
986.208	10139.85	18.22
986.784	10133.93	25.14
987.361	10128.01	17.71
987.938	10122.10	12.53
988.514	10116.19	14.31
989.091	10110.29	13.76
989.668	10104.40	15.77
990.245	10098.51	12.35
990.821	10092.64	26.87
991.398	10086.77	25.3
991.975	10080.90	22.19
992.551	10075.04	9.37
993.128	10069.19	22.93
993.705	10063.35	13.03
994.282	10057.51	18.15
994.858	10051.68	6.372
995.435	10045.86	8.902
996.012	10040.04	23.96
996.588	10034.23	18.9
997.165	10028.43	12.89
997.742	10022.63	22.26
998.319	10016.84	17.72
998.895	10011.06	30.96
999.472	10005.28	35.61
1000.049	9999.51	30.1
1000.625	9993.75	31.14
1001.202	9987.99	27.2
1001.779	9982.24	32.34
1002.355	9976.50	24.4
1002.932	9970.76	20.69
1003.509	9965.03	19.39
1004.086	9959.31	15.37
1004.662	9953.59	27.67
1005.239	9947.88	40.55
1005.816	9942.18	35.39
1006.392	9936.48	28.71
1006.969	9930.79	-0.8386
1007.546	9925.11	6.49
1008.123	9919.43	12.56
1008.699	9913.76	11.81
1009.276	9908.09	22.91
1009.853	9902.43	18.77
1010.429	9896.78	16.19
1011.006	9891.14	19.7
1011.583	9885.50	6.058
1012.160	9879.87	14.08
1012.736	9874.24	29.26
1013.313	9868.62	21.09
1013.890	9863.01	10.43
1014.466	9857.40	15.04
1015.043	9851.80	19.64
1015.620	9846.20	22.14
1016.197	9840.62	24.72
1016.773	9835.03	28.15
1017.350	9829.46	25.75
1017.927	9823.89	24.31
1018.503	9818.33	19.65
1019.080	9812.77	26.97
1019.657	9807.22	26.51
1020.233	9801.68	26.42
1020.810	9796.14	18.48
1021.387	9790.61	27.77
1021.964	9785.08	16.57
1022.540	9779.57	13.66
1023.117	9774.05	23.47
1023.694	9768.55	11.98
1024.270	9763.05	16.41
1024.847	9757.55	21.9
1025.424	9752.06	18.38
1026.001	9746.58	17.37
1026.577	9741.11	25.67
1027.154	9735.64	15.37
1027.731	9730.18	20.33
1028.307	9724.72	29.58
1028.884	9719.27	19.31
1029.461	9713.82	48.64
1030.038	9708.38	36.38
1030.614	9702.95	26.73
1031.191	9697.53	20.86
1031.768	9692.10	12.37
1032.344	9686.69	22.81
1032.921	9681.28	46.84
1033.498	9675.88	15.41
1034.074	9670.48	22.24
1034.651	9665.09	26.36
1035.228	9659.71	24.83
1035.805	9654.33	31.21
1036.381	9648.96	35
1036.958	9643.59	30.79
1037.535	9638.23	26.03
1038.111	9632.88	10.11
1038.688	9627.53	17.04
1039.265	9622.19	16.58
1039.842	9616.85	12.06
1040.418	9611.52	30.25
1040.995	9606.19	26.82
1041.572	9600.88	33.7
1042.148	9595.56	23.75
1042.725	9590.26	15.65
1043.302	9584.95	2.398
1043.879	9579.66	8.183
1044.455	9574.37	23.59
1045.032	9569.09	38.97
1045.609	9563.81	40.91
1046.185	9558.54	45.14
1046.762	9553.27	29.56
1047.339	9548.01	29.77
1047.915	9542.75	35.51
1048.492	9537.51	43.58
1049.069	9532.26	30.79
1049.646	9527.02	14.87
1050.222	9521.79	12.8
1050.799	9516.57	39.93
1051.376	9511.35	32.33
1051.952	9506.13	12.87
1052.529	9500.92	33.07
1053.106	9495.72	21.57
1053.683	9490.52	22.62
1054.259	9485.33	18.1
1054.836	9480.15	52
1055.413	9474.97	44.1
1055.989	9469.79	44.69
1056.566	9464.62	32.75
1057.143	9459.46	26.22
1057.720	9454.30	24.04
1058.296	9449.15	20.05
1058.873	9444.00	29.27
1059.450	9438.86	12.7
1060.026	9433.73	3.524
1060.603	9428.60	31.97
1061.180	9423.47	4.999
1061.757	9418.36	45.77
1062.333	9413.24	31.46
1062.910	9408.13	13.54
1063.487	9403.03	31.15
1064.063	9397.94	23.97
1064.640	9392.85	26.97
1065.217	9387.76	23.01
1065.793	9382.68	19.2
1066.370	9377.61	38.57
1066.947	9372.54	38.44
1067.524	9367.47	19.73
1068.100	9362.42	20.93
1068.677	9357.36	50.1
1069.254	9352.32	41.16
1069.830	9347.28	18.24
1070.407	9342.24	46.2
1070.984	9337.21	23.59
1071.561	9332.18	14.33
1072.137	9327.16	3.521
1072.714	9322.15	2.632
1073.291	9317.14	32.75
1073.867	9312.14	10.91
1074.444	9307.14	-12.16
1075.021	9302.15	42.22
1075.598	9297.16	28.85
1076.174	9292.18	7.559
1076.751	9287.20	16.77
1077.328	9282.23	29.37
1077.904	9277.26	26.84
1078.481	9272.30	19.86
1079.058	9267.34	28.17
1079.634	9262.39	2.137
1080.211	9257.45	9.049
1080.788	9252.51	7.486
1081.365	9247.57	38.75
1081.941	9242.65	90.82
1082.518	9237.72	65.04
1083.095	9232.80	42.79
1083.671	9227.89	-8.288
1084.248	9222.98	-6.118
1084.825	9218.08	21.62
1085.402	9213.18	-1.409
1085.978	9208.29	21.24
1086.555	9203.40	42.61
1087.132	9198.52	24.74
1087.708	9193.64	49.59
1088.285	9188.77	42.26
1088.862	9183.90	43.42
1089.439	9179.04	65.29
1090.015	9174.18	26.02
1090.592	9169.33	49.7
1091.169	9164.49	58.44
1091.745	9159.65	19.53
1092.322	9154.81	9.098
1092.899	9149.98	28.78
1093.475	9145.15	30.6
1094.052	9140.33	8.09
1094.629	9135.52	8.991
1095.206	9130.71	44.35
1095.782	9125.90	48.55
1096.359	9121.10	21.58
1096.936	9116.30	7.799
1097.512	9111.51	32.84
1098.089	9106.73	52.79
1098.666	9101.95	25.54
1099.243	9097.17	35.97
1099.819	9092.40	41.62
