Wavelength [nm]	Wavenumbers [1/cm]	2107362U1_0001	2107362U1_0035
949.298	10534.1	0.0008307	0.0008301
949.875	10527.7	0.001177	0.001173
950.452	10521.31	-3.47E-05	-0.0003669
951.028	10514.93	-0.0004751	-0.0004763
951.605	10508.56	-0.000172	0.0006072
952.182	10502.2	0.0002764	0.0002216
952.758	10495.84	-0.0008335	0.0004829
953.335	10489.49	2.30E-05	-0.0007633
953.912	10483.15	0.0002889	0.0002195
954.489	10476.81	0.001125	0.0006251
955.065	10470.49	0.0007139	0.00022
955.642	10464.17	0.001161	0.0006698
956.219	10457.86	0.000419	0.0001608
956.795	10451.55	8.98E-05	0.0002196
957.372	10445.26	0.0001404	0.0002616
957.949	10438.97	0.000236	0.0005769
958.526	10432.69	0.0006392	0.0006784
959.102	10426.42	0.000586	0.0008546
959.679	10420.15	0.000329	0.0006933
960.256	10413.89	5.21E-05	0.000416
960.832	10407.64	-8.10E-05	0.0002049
961.409	10401.4	0.0002193	1.21E-05
961.986	10395.16	0.0008016	0.0004108
962.563	10388.94	0.0008734	0.0003159
963.139	10382.71	0.001173	0.0008068
963.716	10376.5	0.0007749	0.001233
964.293	10370.3	0.000585	0.001145
964.869	10364.1	0.0009623	0.001051
965.446	10357.91	0.0009962	0.0011
966.023	10351.72	0.0006238	0.0003488
966.599	10345.55	0.001346	0.00113
967.176	10339.38	0.0006386	0.0004081
967.753	10333.22	0.0005108	0.0001787
968.33	10327.06	0.0006827	0.0004496
968.906	10320.92	0.001226	0.001229
969.483	10314.78	0.001255	0.001185
970.06	10308.64	0.001218	0.0008888
970.636	10302.52	0.0009536	0.0001918
971.213	10296.4	0.0003709	0.0001985
971.79	10290.29	0.0004678	0.0008923
972.367	10284.19	0.0004967	0.0004366
972.943	10278.09	0.0004646	0.0004805
973.52	10272	0.00015	0.0006186
974.097	10265.92	7.39E-05	0.0007179
974.673	10259.85	0.000628	0.0005499
975.25	10253.78	0.0008389	0.0002334
975.827	10247.72	0.0005116	0.0003401
976.404	10241.67	7.21E-05	-7.46E-06
976.98	10235.62	0.0008226	0.0005387
977.557	10229.58	0.001282	0.0008012
978.134	10223.55	0.001084	0.0008044
978.71	10217.53	0.001132	0.00131
979.287	10211.51	0.0005213	-0.0001247
979.864	10205.5	0.0006001	0.0005005
980.44	10199.5	0.00124	0.001367
981.017	10193.5	0.0005653	0.001519
981.594	10187.51	-0.0001869	0.0006625
982.171	10181.53	-6.96E-05	0.0003411
982.747	10175.56	0.001335	0.0009291
983.324	10169.59	0.0009592	0.001333
983.901	10163.63	0.001253	0.0009766
984.477	10157.67	0.0006159	0.000455
985.054	10151.73	0.000466	0.0004971
985.631	10145.79	-0.0001496	-0.0001962
986.208	10139.85	-0.0006888	-0.0002547
986.784	10133.93	-3.67E-05	-0.0001989
987.361	10128.01	0.0005292	0.0002306
987.938	10122.1	0.0005667	0.0005479
988.514	10116.19	0.0009205	0.0008626
989.091	10110.29	0.0006965	0.0003729
989.668	10104.4	0.0001488	-0.0007033
990.245	10098.52	0.0009139	0.0002666
990.821	10092.64	0.00123	0.0005695
991.398	10086.77	0.001228	0.001559
991.975	10080.9	0.0004494	0.001446
992.551	10075.05	0.00105	0.000535
993.128	10069.19	0.000969	0.0002763
993.705	10063.35	0.0001571	0.0007208
994.282	10057.51	0.0006725	0.000441
994.858	10051.68	0.0006264	0.0009209
995.435	10045.86	6.03E-05	0.0006414
996.012	10040.04	0.0003314	0.0006271
996.588	10034.23	0.001203	0.0008088
997.165	10028.43	0.0003943	0.0004068
997.742	10022.63	-7.10E-05	0.0003227
998.318	10016.84	-0.0007407	-0.0003477
998.895	10011.06	5.12E-05	0.0001513
999.472	10005.28	0.0003841	5.24E-05
1000.049	9999.51	-7.91E-05	-9.96E-05
1000.625	9993.75	-0.0003198	0.0002531
1001.202	9987.99	0.0005157	0.0005078
1001.779	9982.24	0.00137	0.0005059
1002.355	9976.5	0.0006788	-0.0001577
1002.932	9970.76	0.0006098	0.0003797
1003.509	9965.03	0.0004861	0.0001015
1004.086	9959.31	0.0004599	4.06E-05
1004.662	9953.59	0.001112	0.0006486
1005.239	9947.88	0.001173	0.001211
1005.816	9942.18	0.001937	0.001778
1006.392	9936.48	0.0001675	0.0006951
1006.969	9930.79	0.000411	0.001012
1007.546	9925.11	0.0007582	0.001032
1008.123	9919.43	0.00168	0.001328
1008.699	9913.76	0.001478	0.0008971
1009.276	9908.09	0.001523	0.00119
1009.853	9902.43	0.0006835	0.0003256
1010.429	9896.78	0.001275	0.0009382
1011.006	9891.14	0.0006326	0.0009794
1011.583	9885.5	0.0007968	0.0005214
1012.16	9879.87	0.00148	0.001006
1012.736	9874.24	0.001323	0.0005607
1013.313	9868.62	0.000755	0.0004322
1013.89	9863.01	0.001244	0.001115
1014.466	9857.4	0.0009215	0.0009835
1015.043	9851.8	0.001055	0.001406
1015.62	9846.2	0.001612	0.001411
1016.196	9840.62	0.0007228	0.0004596
1016.773	9835.04	0.001215	0.001058
1017.35	9829.46	0.000476	0.001006
1017.927	9823.89	0.0003479	0.0005007
1018.503	9818.33	-0.0003608	-0.0003334
1019.08	9812.77	0.001082	-0.0002305
1019.657	9807.22	0.0003162	0.0006135
1020.233	9801.68	-0.0001625	0.0007547
1020.81	9796.14	0.0008062	0.0003284
1021.387	9790.61	0.0001901	-0.0001243
1021.964	9785.08	0.0003097	0.001096
1022.54	9779.57	0.0003131	9.14E-05
1023.117	9774.05	0.0008569	0.0002884
1023.694	9768.55	0.000761	0.001004
1024.27	9763.05	0.0004852	0.00105
1024.847	9757.55	0.0007135	0.001295
1025.424	9752.07	0.0002466	0.0004528
1026.001	9746.58	0.0005547	0.0005278
1026.577	9741.11	0.0007864	0.0004424
1027.154	9735.64	0.0009892	0.001304
1027.731	9730.18	0.0009298	0.0007448
1028.307	9724.72	0.0002892	-0.0001215
1028.884	9719.27	0.0009971	0.0008223
1029.461	9713.82	0.001314	0.0004506
1030.037	9708.38	-8.47E-05	-4.20E-05
1030.614	9702.95	-0.000265	-0.0007031
1031.191	9697.53	3.04E-06	8.90E-05
1031.768	9692.1	0.0002886	0.000543
1032.344	9686.69	0.0005342	0.0004541
1032.921	9681.28	0.0001786	0.0003148
1033.498	9675.88	-0.0001789	0.0003132
1034.074	9670.48	0.0003458	0.0005444
1034.651	9665.09	0.0008366	0.000811
1035.228	9659.71	0.001621	0.0008146
1035.805	9654.33	0.001188	-9.57E-05
1036.381	9648.96	0.000637	-2.12E-05
1036.958	9643.59	0.001787	0.001171
1037.535	9638.23	0.001038	0.0002438
1038.111	9632.88	0.0007578	1.78E-05
1038.688	9627.53	0.0006995	0.001397
1039.265	9622.19	0.001275	0.0006191
1039.842	9616.85	0.0008739	0.001816
1040.418	9611.52	0.001153	0.0009503
1040.995	9606.19	0.0008787	0.000345
1041.572	9600.88	0.001572	0.00126
1042.148	9595.56	-6.41E-05	0.0001328
1042.725	9590.26	0.0006374	-0.0004757
1043.302	9584.95	0.0004439	1.22E-05
1043.879	9579.66	0.001476	0.0009122
1044.455	9574.37	0.0008323	0.0004893
1045.032	9569.09	0.001727	0.001422
1045.609	9563.81	0.001654	0.001385
1046.185	9558.54	0.001773	0.001138
1046.762	9553.27	0.001618	0.001158
1047.339	9548.01	0.002623	0.0018
1047.915	9542.75	0.002699	0.002039
1048.492	9537.51	0.001484	0.001999
1049.069	9532.26	0.0003764	0.001085
1049.646	9527.03	0.002497	0.00268
1050.222	9521.79	0.003089	0.003203
1050.799	9516.57	0.002804	0.002698
1051.376	9511.35	0.001975	0.00249
1051.952	9506.13	0.0003983	0.0002214
1052.529	9500.92	0.002636	0.003079
1053.106	9495.72	0.001478	0.0005925
1053.683	9490.52	0.001304	0.001171
1054.259	9485.33	0.001515	0.0004326
1054.836	9480.15	0.001738	0.001264
1055.413	9474.97	0.0005386	0.0005393
1055.989	9469.79	-0.0002052	0.0003002
1056.566	9464.62	-0.0007616	8.66E-05
1057.143	9459.46	-0.001096	-0.001355
1057.72	9454.3	0.0005523	-0.0005442
1058.296	9449.15	0.001788	0.001277
1058.873	9444	0.0004477	0.0001127
1059.45	9438.86	-6.37E-05	0.001135
1060.026	9433.73	-0.0004742	0.0001648
1060.603	9428.6	0.001205	0.000354
1061.18	9423.47	-0.0006293	-0.0004771
1061.756	9418.36	0.001289	0.0001009
1062.333	9413.24	0.0005467	-0.0004734
1062.91	9408.14	4.75E-05	0.001568
1063.487	9403.03	0.002674	0.001256
1064.063	9397.94	0.001423	-0.0001526
1064.64	9392.85	0.0009421	-0.0003294
1065.217	9387.76	0.0005691	-0.0004556
1065.793	9382.68	-0.001388	-0.0002016
1066.37	9377.61	-0.0009258	0.0007661
1066.947	9372.54	0.0001045	0.0001281
1067.524	9367.47	0.001499	0.0007313
1068.1	9362.42	0.0005104	0.0005218
1068.677	9357.36	-0.0008433	-0.0007008
1069.254	9352.32	0.0005103	0.0007617
1069.83	9347.28	0.001558	0.00116
1070.407	9342.24	0.001927	0.0007507
1070.984	9337.21	-0.000304	-0.001759
1071.561	9332.18	0.0003612	0.0006033
1072.137	9327.16	-0.001116	-0.002729
1072.714	9322.15	-0.001055	-0.003256
1073.291	9317.14	0.0008628	-0.0003538
1073.867	9312.14	0.0002652	-0.0005599
1074.444	9307.14	-2.80E-05	3.26E-05
1075.021	9302.15	0.001772	-0.0006874
1075.598	9297.16	0.002736	0.0006276
1076.174	9292.18	0.002814	0.0006333
1076.751	9287.2	0.002898	0.001019
1077.328	9282.23	0.0002511	0.0002987
1077.904	9277.26	0.0006607	0.0005419
1078.481	9272.3	0.003055	0.001694
1079.058	9267.34	0.003466	0.001841
1079.634	9262.39	0.0008923	0.0009171
1080.211	9257.45	0.0017	0.0009083
1080.788	9252.51	0.001722	0.001286
1081.365	9247.57	0.0007529	-0.001979
1081.941	9242.65	0.0009629	9.67E-05
1082.518	9237.72	0.0006728	0.0003698
1083.095	9232.8	0.0005981	-0.0007002
1083.671	9227.89	0.0001362	-0.001247
1084.248	9222.98	-0.001012	-0.0006475
1084.825	9218.08	0.0004329	0.00018
1085.402	9213.18	0.000239	-6.23E-05
1085.978	9208.29	0.000929	-0.001258
1086.555	9203.4	0.0001549	-0.001548
1087.132	9198.52	0.002607	-0.0001093
1087.708	9193.64	0.001131	-0.001156
1088.285	9188.77	0.001175	-0.001186
1088.862	9183.9	0.001887	8.29E-05
1089.439	9179.04	0.0008635	-0.0007257
1090.015	9174.18	0.0001657	-0.001004
1090.592	9169.33	0.001926	0.0004215
1091.169	9164.49	-0.0003995	-0.002201
1091.745	9159.65	-0.0008973	-0.002974
1092.322	9154.81	0.003266	0.001622
1092.899	9149.98	0.0005722	-0.001865
1093.475	9145.15	0.0005377	-0.001737
1094.052	9140.33	0.002316	-0.001548
1094.629	9135.52	0.0004018	-0.002597
1095.206	9130.71	0.0008768	-0.001872
1095.782	9125.9	0.001173	-0.001296
1096.359	9121.1	0.003161	5.58E-06
1096.936	9116.3	0.003862	0.0008963
1097.512	9111.51	0.004426	0.0008077
1098.089	9106.73	0.003993	0.0007767
1098.666	9101.95	0.00198	-0.0001519
1099.243	9097.17	0.004063	0.002248
1099.819	9092.4	0.002148	0.0002856
