Wavelength [nm]	Wavenumbers [1/cm]	trans_azobenzene_epsilons
459.300	21772.26	441.3
459.400	21767.52	440.7
459.500	21762.79	440.4
459.600	21758.05	439.6
459.700	21753.32	439.1
459.800	21748.59	438.7
459.900	21743.86	438.2
460.000	21739.13	437.5
460.100	21734.41	437.1
460.200	21729.68	436.3
460.300	21724.96	435.8
460.400	21720.24	435.2
460.500	21715.53	434.6
460.600	21710.81	433.9
460.700	21706.10	433.4
460.800	21701.39	432.8
460.900	21696.68	432.1
461.000	21691.97	431.5
461.100	21687.27	430.9
461.200	21682.57	430.5
461.300	21677.87	429.9
461.400	21673.17	429.3
461.500	21668.47	428.5
461.600	21663.78	428
461.700	21659.09	427.4
461.800	21654.40	426.8
461.900	21649.71	426.2
462.000	21645.02	425.6
462.100	21640.34	424.9
462.200	21635.66	424.3
462.300	21630.98	423.7
462.400	21626.30	423.1
462.500	21621.62	422.7
462.600	21616.95	422
462.700	21612.28	421.3
462.800	21607.61	420.7
462.900	21602.94	420.1
463.000	21598.27	419.4
463.100	21593.61	418.8
463.200	21588.95	418.1
463.300	21584.29	417.5
463.400	21579.63	416.9
463.500	21574.97	416.3
463.600	21570.32	415.7
463.700	21565.67	415
463.800	21561.02	414.5
463.900	21556.37	413.8
464.000	21551.72	413.4
464.100	21547.08	412.9
464.200	21542.44	411.9
464.300	21537.80	411.1
464.400	21533.16	410.4
464.500	21528.53	410
464.600	21523.89	409
464.700	21519.26	408.5
464.800	21514.63	407.9
464.900	21510.00	407.2
465.000	21505.38	406.6
465.100	21500.75	405.7
465.200	21496.13	405.1
465.300	21491.51	404.5
465.400	21486.89	403.9
465.500	21482.28	403.3
465.600	21477.66	402.6
465.700	21473.05	401.9
465.800	21468.44	401.2
465.900	21463.83	400.8
466.000	21459.23	400
466.100	21454.62	399.1
466.200	21450.02	398.5
466.300	21445.42	397.7
466.400	21440.82	397
466.500	21436.23	396.2
466.600	21431.63	395.8
466.700	21427.04	394.9
466.800	21422.45	394.1
466.900	21417.86	393.4
467.000	21413.28	392.8
467.100	21408.69	392.3
467.200	21404.11	391.6
467.300	21399.53	390.7
467.400	21394.95	389.9
467.500	21390.37	389.3
467.600	21385.80	388.6
467.700	21381.23	387.9
467.800	21376.66	387.2
467.900	21372.09	386.4
468.000	21367.52	385.7
468.100	21362.96	385.2
468.200	21358.39	384.3
468.300	21353.83	383.6
468.400	21349.27	382.8
468.500	21344.72	382.4
468.600	21340.16	381.4
468.700	21335.61	380.8
468.800	21331.06	380.1
468.900	21326.51	379.2
469.000	21321.96	378.5
469.100	21317.42	377.8
469.200	21312.87	377.2
469.300	21308.33	376.4
469.400	21303.79	375.6
469.500	21299.25	375
469.600	21294.72	374.1
469.700	21290.19	373.4
469.800	21285.65	372.8
469.900	21281.12	371.9
470.000	21276.60	371.2
470.100	21272.07	370.6
470.200	21267.55	369.8
470.300	21263.02	369
470.400	21258.50	368.2
470.500	21253.99	367.5
470.600	21249.47	366.7
470.700	21244.95	366.1
470.800	21240.44	365.3
470.900	21235.93	364.4
471.000	21231.42	363.7
471.100	21226.92	363.3
471.200	21222.41	362.4
471.300	21217.91	361.5
471.400	21213.41	360.8
471.500	21208.91	360
471.600	21204.41	359.4
471.700	21199.92	358.6
471.800	21195.42	357.8
471.900	21190.93	357.1
472.000	21186.44	356.3
472.100	21181.95	355.6
472.200	21177.47	354.6
472.300	21172.98	353.9
472.400	21168.50	353.1
472.500	21164.02	352.4
472.600	21159.54	351.6
472.700	21155.07	350.9
472.800	21150.59	350.2
472.900	21146.12	349.4
473.000	21141.65	348.8
473.100	21137.18	347.9
473.200	21132.71	347
473.300	21128.25	346.3
473.400	21123.79	345.6
473.500	21119.32	344.8
473.600	21114.86	344
473.700	21110.41	343.2
473.800	21105.95	342.4
473.900	21101.50	341.8
474.000	21097.05	341
474.100	21092.60	340.2
474.200	21088.15	339.4
474.300	21083.70	338.6
474.400	21079.26	337.8
474.500	21074.82	337
474.600	21070.38	336.3
474.700	21065.94	335.5
474.800	21061.50	334.8
474.900	21057.06	334
475.000	21052.63	333.3
475.100	21048.20	332.4
475.200	21043.77	331.8
475.300	21039.34	330.9
475.400	21034.92	330.1
475.500	21030.49	329.2
475.600	21026.07	328.4
475.700	21021.65	327.6
475.800	21017.23	326.9
475.900	21012.82	326
476.000	21008.40	325.2
476.100	21003.99	324.5
476.200	20999.58	323.7
476.300	20995.17	322.9
476.400	20990.76	322.1
476.500	20986.36	321.4
476.600	20981.96	320.6
476.700	20977.55	319.9
476.800	20973.15	319.1
476.900	20968.76	318.1
477.000	20964.36	317.5
477.100	20959.97	316.7
477.200	20955.57	315.8
477.300	20951.18	315
477.400	20946.80	314.3
477.500	20942.41	313.5
477.600	20938.02	312.7
477.700	20933.64	311.9
477.800	20929.26	311.1
477.900	20924.88	310.3
478.000	20920.50	309.6
478.100	20916.13	308.9
478.200	20911.75	308
478.300	20907.38	307.3
478.400	20903.01	306.7
478.500	20898.64	305.7
478.600	20894.27	304.7
478.700	20889.91	304
478.800	20885.55	303.3
478.900	20881.19	302.4
479.000	20876.83	301.5
479.100	20872.47	300.8
479.200	20868.11	300.1
479.300	20863.76	299.3
479.400	20859.41	298.5
479.500	20855.06	297.6
479.600	20850.71	296.9
479.700	20846.36	296.2
479.800	20842.02	295.7
479.900	20837.67	294.5
480.000	20833.33	293.7
480.100	20828.99	293.2
480.200	20824.66	292.5
480.300	20820.32	291.4
480.400	20815.99	290.5
480.500	20811.65	289.6
480.600	20807.32	288.8
480.700	20803.00	288.3
480.800	20798.67	287.3
480.900	20794.34	286.5
481.000	20790.02	285.8
481.100	20785.70	284.9
481.200	20781.38	284.2
481.300	20777.06	283.3
481.400	20772.75	282.4
481.500	20768.43	281.8
481.600	20764.12	281
481.700	20759.81	280.3
481.800	20755.50	279.5
481.900	20751.19	278.6
482.000	20746.89	278
482.100	20742.58	277.7
482.200	20738.28	276.6
482.300	20733.98	275.6
482.400	20729.68	274.7
482.500	20725.39	274.1
482.600	20721.09	273.2
482.700	20716.80	272.4
482.800	20712.51	271.6
482.900	20708.22	270.7
483.000	20703.93	269.9
483.100	20699.65	269.2
483.200	20695.36	268.4
483.300	20691.08	267.8
483.400	20686.80	267.1
483.500	20682.52	266.2
483.600	20678.25	265.3
483.700	20673.97	264.6
483.800	20669.70	263.7
483.900	20665.43	263.2
484.000	20661.16	262.2
484.100	20656.89	261.3
484.200	20652.62	260.6
484.300	20648.36	259.9
484.400	20644.10	259.1
484.500	20639.83	258.2
484.600	20635.58	257.7
484.700	20631.32	256.7
484.800	20627.06	255.9
484.900	20622.81	255.1
485.000	20618.56	254.5
485.100	20614.31	253.7
485.200	20610.06	252.8
485.300	20605.81	252.1
485.400	20601.57	251.3
485.500	20597.32	250.4
485.600	20593.08	249.6
485.700	20588.84	249
485.800	20584.60	248.2
485.900	20580.37	247.5
486.000	20576.13	246.7
486.100	20571.90	245.9
486.200	20567.67	245.1
486.300	20563.44	244.4
486.400	20559.21	243.8
486.500	20554.98	242.9
486.600	20550.76	242
486.700	20546.54	241.2
486.800	20542.32	240.4
486.900	20538.10	239.7
487.000	20533.88	239.3
487.100	20529.67	238.7
487.200	20525.45	237.6
487.300	20521.24	236.8
487.400	20517.03	236.2
487.500	20512.82	235.3
487.600	20508.61	234.7
487.700	20504.41	233.8
487.800	20500.21	232.9
487.900	20496.00	232.2
488.000	20491.80	231.7
488.100	20487.60	230.8
488.200	20483.41	229.8
488.300	20479.21	229.3
488.400	20475.02	228.3
488.500	20470.83	227.6
488.600	20466.64	226.8
488.700	20462.45	226.1
488.800	20458.27	225.4
488.900	20454.08	224.6
489.000	20449.90	223.8
489.100	20445.72	223.1
489.200	20441.54	222.3
489.300	20437.36	221.6
489.400	20433.18	221
489.500	20429.01	220.1
489.600	20424.84	219.4
489.700	20420.67	218.8
489.800	20416.50	218
489.900	20412.33	217.1
490.000	20408.16	216.5
490.100	20404.00	215.8
490.200	20399.84	215
490.300	20395.68	214.2
490.400	20391.52	213.6
490.500	20387.36	212.8
490.600	20383.20	212.1
490.700	20379.05	211.5
490.800	20374.90	210.5
490.900	20370.75	209.9
491.000	20366.60	209.1
491.100	20362.45	208.4
491.200	20358.31	207.6
491.300	20354.16	207
491.400	20350.02	206.2
491.500	20345.88	205.6
491.600	20341.74	205
491.700	20337.60	204.2
491.800	20333.47	203.4
491.900	20329.34	202.7
492.000	20325.20	202.1
492.100	20321.07	201.2
492.200	20316.94	200.6
492.300	20312.82	199.8
492.400	20308.69	199.1
492.500	20304.57	198.3
492.600	20300.45	197.6
492.700	20296.33	196.9
492.800	20292.21	196.2
492.900	20288.09	195.5
493.000	20283.98	194.8
493.100	20279.86	194.1
493.200	20275.75	193.8
493.300	20271.64	192.9
493.400	20267.53	192
493.500	20263.42	191.3
493.600	20259.32	190.8
493.700	20255.22	189.9
493.800	20251.11	189.4
493.900	20247.01	188.6
494.000	20242.91	187.8
494.100	20238.82	187.4
494.200	20234.72	186.4
494.300	20230.63	185.9
494.400	20226.54	185
494.500	20222.45	184.3
494.600	20218.36	183.7
494.700	20214.27	182.9
494.800	20210.19	182.3
494.900	20206.10	181.7
495.000	20202.02	181.1
495.100	20197.94	180.3
495.200	20193.86	179.9
495.300	20189.78	179
495.400	20185.71	178.3
495.500	20181.63	177.6
495.600	20177.56	176.9
495.700	20173.49	176.2
495.800	20169.42	175.6
495.900	20165.36	174.9
496.000	20161.29	174.3
496.100	20157.23	173.8
496.200	20153.16	172.9
496.300	20149.10	172.1
496.400	20145.04	171.6
496.500	20140.99	170.9
496.600	20136.93	170.3
496.700	20132.88	169.7
496.800	20128.82	169
496.900	20124.77	168.6
497.000	20120.72	167.7
497.100	20116.68	166.8
497.200	20112.63	166.2
497.300	20108.59	165.7
497.400	20104.54	165
497.500	20100.50	164.5
497.600	20096.46	163.8
497.700	20092.43	163
497.800	20088.39	162.3
497.900	20084.35	161.7
498.000	20080.32	161.2
498.100	20076.29	160.4
498.200	20072.26	160.1
498.300	20068.23	159.2
498.400	20064.21	158.7
498.500	20060.18	158
498.600	20056.16	157.3
498.700	20052.14	156.6
498.800	20048.12	155.9
498.900	20044.10	155.4
499.000	20040.08	154.7
499.100	20036.06	154.2
499.200	20032.05	153.6
499.300	20028.04	152.9
499.400	20024.03	152.3
499.500	20020.02	151.6
499.600	20016.01	151.1
499.700	20012.01	150.4
499.800	20008.00	149.8
499.900	20004.00	149
500.000	20000.00	148.4
500.100	19996.00	147.7
500.200	19992.00	147.3
500.300	19988.01	146.7
500.400	19984.01	146.2
500.500	19980.02	145.7
500.600	19976.03	145
500.700	19972.04	144.2
500.800	19968.05	143.5
500.900	19964.06	143.3
501.000	19960.08	142.4
501.100	19956.10	141.9
501.200	19952.11	141.2
501.300	19948.13	140.6
501.400	19944.16	140.1
501.500	19940.18	139.6
501.600	19936.20	138.9
501.700	19932.23	138.3
501.800	19928.26	137.7
501.900	19924.29	137.2
502.000	19920.32	136.7
502.100	19916.35	136
502.200	19912.39	135.4
502.300	19908.42	135
502.400	19904.46	134.3
502.500	19900.50	133.7
502.600	19896.54	133.2
502.700	19892.58	133.2
502.800	19888.62	132.3
502.900	19884.67	131.5
503.000	19880.72	130.9
503.100	19876.76	130.2
503.200	19872.81	129.9
503.300	19868.87	129.3
503.400	19864.92	128.4
503.500	19860.97	127.9
503.600	19857.03	127.3
503.700	19853.09	126.8
503.800	19849.15	126.3
503.900	19845.21	125.7
504.000	19841.27	125.1
504.100	19837.33	124.6
504.200	19833.40	124
504.300	19829.47	123.4
504.400	19825.54	122.8
504.500	19821.61	122.3
504.600	19817.68	121.8
504.700	19813.75	121.2
504.800	19809.83	120.5
504.900	19805.90	120.2
505.000	19801.98	119.5
505.100	19798.06	119
505.200	19794.14	118.5
505.300	19790.22	117.9
505.400	19786.31	117.4
505.500	19782.39	116.9
505.600	19778.48	116.3
505.700	19774.57	115.9
505.800	19770.66	115.3
505.900	19766.75	114.9
506.000	19762.85	114.4
506.100	19758.94	113.7
506.200	19755.04	113.2
506.300	19751.14	112.6
506.400	19747.24	112.1
506.500	19743.34	111.6
506.600	19739.44	111.1
506.700	19735.54	110.7
506.800	19731.65	110.2
506.900	19727.76	109.7
507.000	19723.87	109.3
507.100	19719.98	108.6
507.200	19716.09	108
507.300	19712.20	107.7
507.400	19708.32	107.1
507.500	19704.43	106.5
507.600	19700.55	106.1
507.700	19696.67	105.6
507.800	19692.79	105.1
507.900	19688.92	104.6
508.000	19685.04	104.1
508.100	19681.17	103.6
508.200	19677.29	103.2
508.300	19673.42	102.7
508.400	19669.55	102.1
508.500	19665.68	101.7
508.600	19661.82	101.2
508.700	19657.95	100.7
508.800	19654.09	100.1
508.900	19650.23	99.63
509.000	19646.37	99.34
509.100	19642.51	98.75
509.200	19638.65	98.34
509.300	19634.79	97.87
509.400	19630.94	97.38
509.500	19627.09	96.79
509.600	19623.23	96.6
509.700	19619.38	95.96
509.800	19615.54	95.55
509.900	19611.69	95.08
510.000	19607.84	94.58
510.100	19604.00	94.17
510.200	19600.16	93.78
510.300	19596.32	93.19
510.400	19592.48	92.84
510.500	19588.64	92.19
510.600	19584.80	91.75
510.700	19580.97	91.27
510.800	19577.13	90.82
510.900	19573.30	90.35
511.000	19569.47	90.09
511.100	19565.64	89.58
511.200	19561.82	89.12
511.300	19557.99	88.65
511.400	19554.17	88.15
511.500	19550.34	87.76
511.600	19546.52	87.34
511.700	19542.70	86.85
511.800	19538.88	86.46
511.900	19535.07	86
512.000	19531.25	85.51
512.100	19527.44	85.17
512.200	19523.62	84.74
512.300	19519.81	84.2
512.400	19516.00	83.74
512.500	19512.20	83.36
512.600	19508.39	82.92
512.700	19504.58	82.59
512.800	19500.78	82.09
512.900	19496.98	81.72
513.000	19493.18	81.3
513.100	19489.38	80.91
513.200	19485.58	80.54
513.300	19481.78	80.11
513.400	19477.99	79.73
513.500	19474.20	79.17
513.600	19470.40	78.8
513.700	19466.61	78.38
513.800	19462.83	78.06
513.900	19459.04	77.57
514.000	19455.25	77.18
514.100	19451.47	76.96
514.200	19447.69	76.34
514.300	19443.90	76.07
514.400	19440.12	75.6
514.500	19436.35	75.23
514.600	19432.57	74.75
514.700	19428.79	74.46
514.800	19425.02	73.96
514.900	19421.25	73.62
515.000	19417.48	73.2
515.100	19413.71	72.95
515.200	19409.94	72.7
515.300	19406.17	72.18
515.400	19402.41	71.6
515.500	19398.64	71.22
515.600	19394.88	71
515.700	19391.12	70.59
515.800	19387.36	70.12
515.900	19383.60	69.9
516.000	19379.84	69.53
516.100	19376.09	68.98
516.200	19372.34	68.62
516.300	19368.58	68.26
516.400	19364.83	67.91
516.500	19361.08	67.54
516.600	19357.34	67.18
516.700	19353.59	66.8
516.800	19349.85	66.54
516.900	19346.10	66.5
517.000	19342.36	66
517.100	19338.62	65.48
517.200	19334.88	65.05
517.300	19331.14	64.84
517.400	19327.41	64.52
517.500	19323.67	64
517.600	19319.94	63.66
517.700	19316.21	63.3
517.800	19312.48	62.98
517.900	19308.75	62.49
518.000	19305.02	62.19
518.100	19301.29	61.97
518.200	19297.57	61.54
518.300	19293.85	61.31
518.400	19290.12	60.95
518.500	19286.40	60.65
518.600	19282.68	60.29
518.700	19278.97	59.77
518.800	19275.25	59.48
518.900	19271.54	59.25
519.000	19267.82	58.86
519.100	19264.11	58.39
519.200	19260.40	58.16
519.300	19256.69	57.81
519.400	19252.98	57.43
519.500	19249.28	57.15
519.600	19245.57	56.87
519.700	19241.87	56.53
519.800	19238.17	56.14
519.900	19234.47	55.94
520.000	19230.77	55.52
520.100	19227.07	55.21
520.200	19223.38	54.91
520.300	19219.68	54.62
520.400	19215.99	54.32
520.500	19212.30	54.12
520.600	19208.61	53.64
520.700	19204.92	53.48
520.800	19201.23	53.14
520.900	19197.54	52.79
521.000	19193.86	52.56
521.100	19190.17	52.25
521.200	19186.49	51.88
521.300	19182.81	51.78
521.400	19179.13	51.32
521.500	19175.46	50.95
521.600	19171.78	50.68
521.700	19168.10	50.24
521.800	19164.43	50.06
521.900	19160.76	49.81
522.000	19157.09	49.41
522.100	19153.42	49.11
522.200	19149.75	48.75
522.300	19146.08	48.55
522.400	19142.42	48.34
522.500	19138.76	48.1
522.600	19135.09	47.64
522.700	19131.43	47.41
522.800	19127.77	47.2
522.900	19124.12	46.99
523.000	19120.46	46.62
523.100	19116.80	46.41
523.200	19113.15	46.1
523.300	19109.50	45.83
523.400	19105.85	45.42
523.500	19102.20	45.18
523.600	19098.55	44.85
523.700	19094.90	44.58
523.800	19091.26	44.35
523.900	19087.61	44.14
524.000	19083.97	43.81
524.100	19080.33	43.53
524.200	19076.69	43.16
524.300	19073.05	42.99
524.400	19069.41	42.77
524.500	19065.78	42.51
524.600	19062.14	42.27
524.700	19058.51	42.03
524.800	19054.88	41.81
524.900	19051.25	41.44
525.000	19047.62	41.26
525.100	19043.99	40.99
525.200	19040.37	40.83
525.300	19036.74	40.7
525.400	19033.12	40.19
525.500	19029.50	39.99
525.600	19025.88	39.71
525.700	19022.26	39.39
525.800	19018.64	39.21
525.900	19015.02	39.01
526.000	19011.41	38.7
526.100	19007.79	38.39
526.200	19004.18	38.2
526.300	19000.57	38.03
526.400	18996.96	37.85
526.500	18993.35	37.64
526.600	18989.75	37.27
526.700	18986.14	36.97
526.800	18982.54	36.93
526.900	18978.93	36.57
527.000	18975.33	36.28
527.100	18971.73	36.14
527.200	18968.13	35.87
527.300	18964.54	35.7
527.400	18960.94	35.35
527.500	18957.35	35.29
527.600	18953.75	35.03
527.700	18950.16	34.81
527.800	18946.57	34.48
527.900	18942.98	34.26
528.000	18939.39	34.15
528.100	18935.81	34.05
528.200	18932.22	33.84
528.300	18928.64	33.54
528.400	18925.06	33.32
528.500	18921.48	33.02
528.600	18917.90	32.78
528.700	18914.32	32.54
528.800	18910.74	32.28
528.900	18907.17	32.27
529.000	18903.59	31.86
529.100	18900.02	31.8
529.200	18896.45	31.58
529.300	18892.88	31.25
529.400	18889.31	30.98
529.500	18885.74	30.8
529.600	18882.18	30.71
529.700	18878.61	30.45
529.800	18875.05	30.2
529.900	18871.49	29.95
530.000	18867.92	29.82
530.100	18864.37	29.65
530.200	18860.81	29.49
530.300	18857.25	29.22
530.400	18853.70	28.97
530.500	18850.14	28.76
530.600	18846.59	28.76
530.700	18843.04	28.54
530.800	18839.49	28.36
530.900	18835.94	28.21
531.000	18832.39	28.15
531.100	18828.85	27.86
531.200	18825.30	27.8
531.300	18821.76	27.46
531.400	18818.22	27.12
531.500	18814.68	27.02
531.600	18811.14	26.69
531.700	18807.60	26.77
531.800	18804.06	26.46
531.900	18800.53	26.24
532.000	18796.99	26.1
532.100	18793.46	25.9
532.200	18789.93	25.8
532.300	18786.40	25.6
532.400	18782.87	25.52
532.500	18779.34	25.26
532.600	18775.82	25.09
532.700	18772.29	24.94
532.800	18768.77	24.85
532.900	18765.25	24.57
533.000	18761.73	24.46
533.100	18758.21	24.17
533.200	18754.69	24.11
533.300	18751.17	23.92
533.400	18747.66	23.77
533.500	18744.14	23.57
533.600	18740.63	23.35
533.700	18737.12	23.16
533.800	18733.61	23.14
533.900	18730.10	22.86
534.000	18726.59	22.63
534.100	18723.09	22.51
534.200	18719.58	22.42
534.300	18716.08	22.27
534.400	18712.57	22.1
534.500	18709.07	22.04
534.600	18705.57	21.75
534.700	18702.08	21.64
534.800	18698.58	21.46
534.900	18695.08	21.4
535.000	18691.59	21.18
535.100	18688.10	21.12
535.200	18684.60	21.16
535.300	18681.11	20.71
535.400	18677.62	20.49
535.500	18674.14	20.64
535.600	18670.65	20.62
535.700	18667.16	20.36
535.800	18663.68	20.16
535.900	18660.20	19.85
536.000	18656.72	19.92
536.100	18653.24	19.57
536.200	18649.76	19.38
536.300	18646.28	19.25
536.400	18642.80	19.14
536.500	18639.33	18.98
536.600	18635.86	18.82
536.700	18632.38	18.64
536.800	18628.91	18.53
536.900	18625.44	18.4
537.000	18621.97	18.27
537.100	18618.51	18.28
537.200	18615.04	18.03
537.300	18611.58	17.89
537.400	18608.11	17.68
537.500	18604.65	17.84
537.600	18601.19	17.24
537.700	18597.73	17.46
537.800	18594.27	17.24
537.900	18590.82	17.16
538.000	18587.36	17.13
538.100	18583.91	16.84
538.200	18580.45	16.75
538.300	18577.00	16.61
538.400	18573.55	16.72
538.500	18570.10	16.54
538.600	18566.65	16.26
538.700	18563.21	16.1
538.800	18559.76	15.97
538.900	18556.32	15.74
539.000	18552.88	15.68
539.100	18549.43	15.75
539.200	18545.99	15.6
539.300	18542.56	15.45
539.400	18539.12	15.45
539.500	18535.68	15.36
539.600	18532.25	15.12
539.700	18528.81	14.89
539.800	18525.38	14.88
539.900	18521.95	14.71
540.000	18518.52	14.6
540.100	18515.09	14.91
540.200	18511.66	14.64
540.300	18508.24	14.32
540.400	18504.81	14.2
540.500	18501.39	14.33
540.600	18497.97	13.9
540.700	18494.54	14.03
540.800	18491.12	13.81
540.900	18487.71	13.58
541.000	18484.29	13.68
541.100	18480.87	13.48
541.200	18477.46	13.32
541.300	18474.04	13.27
541.400	18470.63	13.16
541.500	18467.22	13.25
541.600	18463.81	13.23
541.700	18460.40	13
541.800	18457.00	12.79
541.900	18453.59	12.86
542.000	18450.18	12.58
542.100	18446.78	12.6
542.200	18443.38	12.69
542.300	18439.98	12.46
542.400	18436.58	12.07
542.500	18433.18	12.09
542.600	18429.78	11.95
542.700	18426.39	11.83
542.800	18422.99	11.76
542.900	18419.60	11.66
543.000	18416.21	11.48
543.100	18412.82	11.4
543.200	18409.43	11.35
543.300	18406.04	11.21
543.400	18402.65	11.18
543.500	18399.26	11.11
543.600	18395.88	11.01
543.700	18392.50	10.86
543.800	18389.11	10.82
543.900	18385.73	10.66
544.000	18382.35	10.82
544.100	18378.97	10.62
544.200	18375.60	10.64
544.300	18372.22	10.36
544.400	18368.85	10.17
544.500	18365.47	10.1
544.600	18362.10	10.05
544.700	18358.73	9.938
544.800	18355.36	9.794
544.900	18351.99	9.842
545.000	18348.62	9.84
545.100	18345.26	9.834
545.200	18341.89	9.755
545.300	18338.53	9.888
545.400	18335.17	9.667
545.500	18331.81	9.295
545.600	18328.45	8.912
545.700	18325.09	8.808
545.800	18321.73	9.15
545.900	18318.37	9.03
546.000	18315.02	8.929
546.100	18311.66	9.049
546.200	18308.31	9
546.300	18304.96	8.705
546.400	18301.61	8.734
546.500	18298.26	8.699
546.600	18294.91	8.537
546.700	18291.57	8.52
546.800	18288.22	8.4
546.900	18284.88	8.362
547.000	18281.54	8.217
547.100	18278.19	8.143
547.200	18274.85	8.098
547.300	18271.51	7.953
547.400	18268.18	7.977
547.500	18264.84	7.799
547.600	18261.50	7.84
547.700	18258.17	7.784
547.800	18254.84	7.809
547.900	18251.51	7.575
548.000	18248.18	7.665
548.100	18244.85	7.767
548.200	18241.52	7.622
548.300	18238.19	7.299
548.400	18234.87	7.307
548.500	18231.54	7.371
548.600	18228.22	7.36
548.700	18224.90	7.291
548.800	18221.57	7.085
548.900	18218.25	6.961
549.000	18214.94	7.25
549.100	18211.62	7.233
549.200	18208.30	7.06
549.300	18204.99	6.799
549.400	18201.67	6.855
549.500	18198.36	6.645
549.600	18195.05	6.639
549.700	18191.74	6.615
549.800	18188.43	6.531
549.900	18185.12	6.7
550.000	18181.82	6.825
550.100	18178.51	6.597
550.200	18175.21	6.394
550.300	18171.91	6.112
550.400	18168.60	6.144
550.500	18165.30	6.105
550.600	18162.01	5.928
550.700	18158.71	6.03
550.800	18155.41	5.942
550.900	18152.11	5.936
551.000	18148.82	5.826
551.100	18145.53	5.887
551.200	18142.24	5.627
551.300	18138.94	5.663
551.400	18135.65	5.597
551.500	18132.37	5.63
551.600	18129.08	5.513
551.700	18125.79	5.463
551.800	18122.51	5.472
551.900	18119.22	5.253
552.000	18115.94	5.243
552.100	18112.66	5.082
552.200	18109.38	5.141
552.300	18106.10	5.124
552.400	18102.82	5.093
552.500	18099.55	4.951
552.600	18096.27	5.011
552.700	18093.00	5.136
552.800	18089.73	5.088
552.900	18086.45	4.842
553.000	18083.18	4.815
553.100	18079.91	4.787
553.200	18076.64	4.696
553.300	18073.38	4.716
553.400	18070.11	4.682
553.500	18066.85	4.517
553.600	18063.58	4.609
553.700	18060.32	4.571
553.800	18057.06	4.403
553.900	18053.80	4.515
554.000	18050.54	4.654
554.100	18047.28	4.366
554.200	18044.03	4.273
554.300	18040.77	4.364
554.400	18037.52	4.145
554.500	18034.27	4.194
554.600	18031.01	4.026
554.700	18027.76	4.2
554.800	18024.51	4.271
554.900	18021.27	4.165
555.000	18018.02	4.131
555.100	18014.77	3.959
555.200	18011.53	3.89
555.300	18008.28	3.939
555.400	18005.04	3.983
555.500	18001.80	3.904
555.600	17998.56	3.732
555.700	17995.32	3.789
555.800	17992.08	3.751
555.900	17988.85	3.711
556.000	17985.61	3.705
556.100	17982.38	3.837
556.200	17979.14	3.716
556.300	17975.91	3.616
556.400	17972.68	3.849
556.500	17969.45	3.628
556.600	17966.22	3.47
556.700	17963.00	3.421
556.800	17959.77	3.351
556.900	17956.55	3.272
557.000	17953.32	3.11
557.100	17950.10	3.287
557.200	17946.88	3.207
557.300	17943.66	3.191
557.400	17940.44	3.213
557.500	17937.22	3.141
557.600	17934.00	2.954
557.700	17930.79	3.096
557.800	17927.57	3.042
557.900	17924.36	3.021
558.000	17921.15	3.004
558.100	17917.94	2.91
558.200	17914.73	3.086
558.300	17911.52	3.067
558.400	17908.31	2.935
558.500	17905.10	2.822
558.600	17901.90	2.814
558.700	17898.69	2.977
558.800	17895.49	2.751
558.900	17892.29	2.699
559.000	17889.09	2.753
559.100	17885.89	2.777
559.200	17882.69	2.715
559.300	17879.49	2.743
559.400	17876.30	2.737
559.500	17873.10	2.699
559.600	17869.91	2.586
559.700	17866.71	2.631
559.800	17863.52	2.472
559.900	17860.33	2.532
560.000	17857.14	2.361
560.100	17853.95	2.484
560.200	17850.77	2.296
560.300	17847.58	2.329
560.400	17844.40	2.363
560.500	17841.21	2.296
560.600	17838.03	2.282
560.700	17834.85	2.209
560.800	17831.67	2.283
560.900	17828.49	2.162
561.000	17825.31	2.196
561.100	17822.14	2.115
561.200	17818.96	2.054
561.300	17815.78	2.102
561.400	17812.61	2.15
561.500	17809.44	2.097
561.600	17806.27	2.028
561.700	17803.10	2.062
561.800	17799.93	2.04
561.900	17796.76	2.056
562.000	17793.59	2.09
562.100	17790.43	2.207
562.200	17787.26	2.172
562.300	17784.10	2.061
562.400	17780.94	1.834
562.500	17777.78	2.02
562.600	17774.62	1.803
562.700	17771.46	1.866
562.800	17768.30	1.841
562.900	17765.14	1.735
563.000	17761.99	1.857
563.100	17758.84	1.732
563.200	17755.68	1.834
563.300	17752.53	1.728
563.400	17749.38	1.726
563.500	17746.23	1.792
563.600	17743.08	1.672
563.700	17739.93	1.671
563.800	17736.79	1.682
563.900	17733.64	1.589
564.000	17730.50	1.661
564.100	17727.35	1.682
564.200	17724.21	1.547
564.300	17721.07	1.588
564.400	17717.93	1.645
564.500	17714.79	1.528
564.600	17711.65	1.512
564.700	17708.52	1.649
564.800	17705.38	1.575
564.900	17702.25	1.565
565.000	17699.12	1.647
565.100	17695.98	1.538
565.200	17692.85	1.57
565.300	17689.72	1.567
565.400	17686.59	1.552
565.500	17683.47	1.659
565.600	17680.34	1.408
565.700	17677.21	1.503
565.800	17674.09	1.44
565.900	17670.97	1.707
566.000	17667.84	1.295
566.100	17664.72	1.346
566.200	17661.60	1.42
566.300	17658.48	1.284
566.400	17655.37	1.467
566.500	17652.25	1.629
566.600	17649.14	1.448
566.700	17646.02	1.285
566.800	17642.91	1.267
566.900	17639.80	1.238
567.000	17636.68	1.324
567.100	17633.57	1.243
567.200	17630.47	1.134
567.300	17627.36	1.079
